Ticker;Signal;Final_rank;Quality;Momentum;PER;MCap;Slope;ROA;FCF2EV;FCF2D;MomentumValue
LEJU;HOLD;1295.5;853;1403;21.9230761895;56920166.7453227;0.1785030515;0.02473;13.3939576319;2.3065396184;1.2148147828
MAS;HOLD;1295.5;1317;939;11.4819643965;13508730661.9696;-0.1779172191;0.14578;15.6227959979;2.9934773304;0.3642433841
MSCI;BUY;1295.5;798;1458;57.4438202247;32706138990;0.2774816476;0.1314;57.931199665;5.6878221518;1.8619156896
RBC;HOLD;1295.5;918;1338;29.3038795734;5426590758.53851;0.6525632766;0.04101;18.2050166012;3.131260768;0.9393309844
J;HOLD;1293;896.5;1359;NA;14561806699.5239;0.4143345808;0.04777;22.2694808019;3.716955319;0.9962242667
AIN;NA;1291.5;749;1504;0;0;NA;0.07037;41.3980358003;6.1906813755;NA
PGTI;HOLD;1291.5;1471;782;30.8552641618;1323893993.47253;0.4386352272;0.06403;0;0;0.2648793906
ACA;BUY;1290;893;1355;26.247706982;2720531137.79846;0.4062322688;0.04152;24.7209028974;2.3461139896;0.9872803764
MHO;BUY;1288;1097;1148;5.9939248883;1429992793.41916;0.2774832241;0.085489996;15.1208652321;6.3119478113;0.5667190244
OSK;HOLD;1288;1224;1021;23.0194388404;7233890822.03894;0.5606389231;0.051799998;12.7737207359;1.6660585395;0.4350092662
WGO;HOLD;1288;920;1325;22.9461118459;2290284020.07797;0.4335939454;0.06568;24.2021401648;4.8318875906;0.9127883943
BABA;HOLD;1286;1399;845;24.7583243824;429646541990.5;-0.1258394398;0.04532;4.3172491235;0;0.2954124616
MPX;BUY;1284.5;1361;880;30.2807021559;153244672.552151;0.3761867341;0.13583;22.2610887523;0.00488809;0.320892441
MSI;BUY;1284.5;989;1252;32.0935786536;29441454556.2789;0.3898758883;0.08853;26.9985900653;4.4489519751;0.7435329449
WPM;SELL;1283;938;1300;37.5157888312;15995062542.9971;-0.7100320297;0.046;29.8086631119;0.897642712;0.8351138594
SII;HOLD;1282;1088;1149;NA;706424596.101471;-0.019552566;0.07598;35.0233754612;0.9380534857;0.5671666772
AUY;SELL;1281;1152;1084;20.3333332425;4098083872.01444;-0.7307861934;0.05771;14.8105777883;2.9656865519;0.4979935503
GGG;HOLD;1280;1079;1155;34.1718753179;10937165844.1054;0.3147035293;0.14331001;54.2640626977;1.0145227299;0.5759272863
AME;BUY;1279;1071;1162;31.9336868408;27630179405.0909;0.3720367862;0.06491;25.5083121973;2.2282437415;0.5836086608
NX;HOLD;1278;1177.5;1050;20.9572653485;747642055.677723;0.8176312578;0.05249;12.9504699877;2.3799413309;0.4716410403
ROG;HOLD;1277;1122;1105;69.4906341896;3432922369.51781;0.8993639247;0.05566;25.5067296513;0.260839141;0.5181528722
USPH;BUY;1276;1174;1049;44.7092071681;1394056131.56891;0.3458775139;0.06097;20.9271842161;1.3898887348;0.4706957746
KTB;HOLD;1275;1225.5;995;41.3846138196;2560310828.29907;1.4652004849;0.09361;14.9609814105;4.1660001447;0.4114641516
HUM;HOLD;1274;1192.5;1027;15.3520346724;49927388973.3354;-0.1405047536;0.097320005;18.8795522391;3.563831624;0.4401482845
FDS;SELL;1273;1064;1153;31.0050809286;11451447451.404;-0.2827031607;0.14486;37.6181163734;2.7844494678;0.5729737871
ALG;HOLD;1272;1221.5;994;31.6527203037;1744418680.68535;0.5775557068;0.054190002;13.1944815702;1.8972933466;0.4086557162
CARR;NA;1270.5;704;1510;NA;0;NA;0.05139;28.2593128457;7.6951250027;NA
PHG;HOLD;1270.5;1145;1069;33.9240496672;48479459246.292;0.0578607196;0.042140003;22.4202277647;0;0.4873876491
BRO;HOLD;1268.5;905;1308;26.5857989971;10482125219.5172;-0.0336848937;0.05074;23.0377344392;3.71860642;0.8560216224
V;HOLD;1268.5;931;1282;43.6622625929;358433233681.5;0.145340607;0.11238;56.939330333;2.5723493442;0.809570271
HIO;HOLD;1267;1404;806;34.7552432881;NA;0.0733351101;0.03793;0;0;0.2746250735
BKT;HOLD;1266;1441;767;18.9687505364;NA;0.0428986737;0.0479025094;0;0;0.2565392845
CHD;SELL;1265;1015.5;1192;24.9743583875;19047819389.1922;-0.3485272822;0.08312;29.6839516004;3.3405864971;0.626748094
DCI;BUY;1264;1252;953;29.8795809921;7162601186.56875;0.2091576207;0.09549;23.9525500801;1.6220663512;0.3720512219
NSP;HOLD;1263;1302;902;24.7796613618;3112315380.23068;0.477070162;0.08168;15.2836904547;2.1038729951;0.3297178299
A;BUY;1262;886;1311;44.2780122695;34928201042.0602;0.3116715543;0.07503;43.0201590691;3.0527818692;0.8723633546
WTS;BUY;1261;1094.5;1100;34.0029761905;3092016071.5;0.377773813;0.07017;28.0383767419;1.8485659347;0.5126863204
TYL;HOLD;1260;793;1401;80.9296370061;15212637549.5493;0.2056417607;0.04504;71.545088839;0.0872396794;1.196719751
EARN;BUY;1259;1065;1128;7.5921373813;97177024.1407213;0.2633702828;0.014989999;0;0;0.5456079297
HUBB;HOLD;1257.5;1034;1158;27.1975124235;9435067263.75586;0.4087854738;0.06877;23.7299779813;3.6010609944;0.5787935123
SITE;BUY;1257.5;813;1379;55.2327270508;6672369251.91789;0.4000228778;0.071440004;50.257409552;3.8875044257;1.0575025003
ROL;SELL;1256;1089;1098;60.1886785255;7758921524.9165;-0.2256572645;0.12816;47.107743257;1.1501125958;0.5119075563
WU;HOLD;1255;1267;916;13.11173146;9579517618.78869;0.0471257936;0.067930005;11.1981463479;3.1641255238;0.342536101
TAC;HOLD;1254;970;1211;-11.6078978029;2245901578.25993;0.4717004583;0.01595;5.5855555556;0;0.6674355332
FBM;HOLD;1253;1331;844;NA;NA;0.4768886972;0.0285027806;0;0;0.295347214
LII;HOLD;1251.5;1176;998;30.1320505085;9419202540.46338;0.0697639741;0.14997;27.4317042678;2.7074872665;0.4163508557
MFAC;HOLD;1251.5;1040;1134;NA;NA;0.7236696613;0.0134343804;0;0;0.5504201176
TPB;HOLD;1249.5;733;1440;28.4550900945;674358987.61615;0.8615575468;0.10829;40.5043472849;10.4743295324;1.5750067033
WTRG;SELL;1249.5;1289;884;NA;10537453659;-0.2403033136;0.02493;0;0;0.3216280303
JNJ;HOLD;1248;1258;914;27.7804006033;401937478141.733;0.100570559;0.07521;19.2903650938;1.663957506;0.341137972
BQH;BUY;1247;1465;703;NA;NA;0.2223707878;0.0607533912;0;0;0.233874102
AVY;HOLD;1245.5;917;1250;26.0499247264;14205689148.8062;0.7677625017;0.09436;33.8980049052;4.6560013311;0.7410147197
EME;HOLD;1245.5;1383;784;41.7833328247;5408187276.92642;0.5535932676;0.06251;7.6289261792;0.7843403704;0.2662182586
NXP;HOLD;1244;1250;912;28.2534246575;NA;0.029108416;0.022060001;0;0;0.3391480785
KMPR;HOLD;1242.5;1188;972;12.4364821841;4781451262.85852;-0.1704453521;0.03155;3.6007466877;0.8646834182;0.3862020682
PAYC;HOLD;1242.5;685;1475;141.7439034315;16781957467.2214;0.3041996202;0.04566;134.158118849;0.3778945605;2.4848681661
MSB;HOLD;1241;1203;955;19.4113481129;358818192.962273;0.6730761582;0.50532;63.2654906755;0;0.3723416997
ABM;HOLD;1239.5;1199;958;11109.9996566772;2707668455.72725;0.2766543523;0.0462;9.0854841043;2.3649703247;0.375208882
LPG;HOLD;1239.5;947;1210;8.1621972153;405127979.059994;0.6595426692;0.04498;10.6140501818;5.8210618867;0.6622163137
SCCO;HOLD;1238;1073.5;1082;35.1550967631;6050190584.69773;0.891030754;0.117989995;29.4803299378;3.4386072725;0.4965424324
DOV;BUY;1236.5;952;1203;26.6723405554;17902703682.7645;0.2638740028;0.06901;26.4234171155;4.149716343;0.6491335787
FN;HOLD;1236.5;701;1454;25.6492911279;3107476623.60228;0.326149373;0.05716;105.4494179461;1.9856378512;1.8148503567
EL;HOLD;1235;803;1346;112.8571438233;65104471657.0253;0.6502588347;0.07147;52.5533346208;3.9484705238;0.9615298034
VMW;HOLD;1234;1196.5;952;28.6152278445;11089309154.9662;-0.0322210448;0.052610002;15.0704690499;1.4894210022;0.3719225397
CBZ;HOLD;1233;942;1205;22.1564485793;1481494137.3255;0.4832249878;0.03966;17.840849465;2.5751858283;0.6520547736
KBR;HOLD;1232;784.5;1362;-60.0784301758;4273463481.43222;0.5271352899;0.03739;17.5197359279;5.6726724805;1.0015758493
TRI;BUY;1231;724;1422;38.379339692;14444519007.0175;0.3021764576;0.04239;37.9543476144;3.4247325571;1.3676341757
TY;BUY;1230;1254;889;92.0120101791;NA;0.3126717895;0.0222;0;0;0.3234334136
AON;HOLD;1229;924;1216;26.7376381933;50516538631.9117;0.3170005427;0.059270002;25.1439349317;3.7747817199;0.6752677468
TG;HOLD;1228;1314.5;825;-6.8553460719;416415314.815586;0.4689952026;0.055320002;10.8707814237;0.5313749061;0.2863603748
CMI;HOLD;1227;907;1232;21.5328880393;38013126227.7437;0.4453110241;0.056420002;27.6726496246;3.1936921318;0.7042561535
PSB;HOLD;1226;1160;978;31.7566356828;2878367294.1687;0.1416859236;0.0546;23.1433017269;0.0068729863;0.3888423392
ZTS;HOLD;1225;815;1321;42.1052631579;68304900096;-0.1618206223;0.11434;54.1268955904;5.3844761454;0.8925400638
ESE;BUY;1224;840.5;1294;94.6678807239;2645059298.63589;0.2171513371;0.042329997;36.799262784;1.3894336829;0.8282951646
HEI;BUY;1223;848.5;1285;64.3979057592;14278802967;0.3196991123;0.065;58.3184131744;2.2136868131;0.818961726
SEM;HOLD;1222;833.5;1299;17.0627924588;3565676351.91191;0.9514356256;0.03982;13.2844784858;6.6718973556;0.8347825866
PIPR;HOLD;1221;1168;964;NA;1446201289.74115;0.8472402431;0.02722;1.2896122931;0.3934220608;0.3813206126
WMK;HOLD;1220;1135;996;13.0061353507;933115116.602032;0.33182284;0.058379997;17.9777519772;2.4927124216;0.4140657366
WIT;HOLD;1219;1474.5;652;26.0728747256;9406758392.22059;0.7970454554;0.08087;0.4776112485;0;0.1980033932
MMC;HOLD;1218;1073.5;1052;28.7335023057;56890320551.9389;-0.0375443676;0.07115;20.5796442459;3.9596136039;0.473716485
NXQ;HOLD;1217;1213;908;28.5347983951;NA;0.0683298656;0.02101;0;0;0.336950477
EW;HOLD;1216;845.5;1273;62.9846132719;50716802977.1959;0.1396974564;0.11987001;138.8843126631;1.8592640488;0.7868405088
ABT;BUY;1215;729;1386;46.3483827951;203963485374.933;0.2900780217;0.049429998;42.0800161675;3.7349482359;1.100444932
VBF;HOLD;1214;1248;866;13.3642386127;NA;0.0293688285;0.021960001;0;0;0.3107616281
WAT;HOLD;1213;1150;961;31.2954551295;16172837968.3844;0.3971024934;0.15741;31.1315386497;2.651490384;0.3787063342
PFL;HOLD;1211.5;1231;878;-21.9402989345;NA;0.3696987657;0.043909997;9.0327944942;1.6112541194;0.3203754148
TRTN;HOLD;1211.5;716;1393;13.4230769598;3685768740.1517;1.0535165674;0.04142;17.2007174407;10.2998349564;1.132699907
KSU;HOLD;1210;750;1358;30.7813451924;18172996112.1953;0.1743168912;0.06573;37.7181471473;6.3462009243;0.9945516413
CACI;HOLD;1208.5;1059;1042;14.7365551891;5400889923.32774;0.0445369415;0.05782;15.7574433517;4.1107427515;0.4624379743
RFI;HOLD;1208.5;1044;1057;-34.5297024982;NA;0.3005217738;0.0137;0;0;0.47712099
WOR;HOLD;1207;929.5;1170;6.2152314456;2162078086.62312;0.8373980205;0.03247;13.2303417804;2.7311059833;0.5943018424
SF;HOLD;1206;926;1172;14.954326703;6305243756.05747;1.1475166397;0.01966;3.6012451066;1.386991894;0.5968385864
YUMC;BUY;1205;1038.5;1059;30.3487181052;24808283054.8298;0.2202920738;0.05126;21.6005199803;2.2037527887;0.4785722698
THC;HOLD;1204;706;1389;14.0506663005;4663610957.60951;1.215988808;0.03888;15.2071624912;11.1932466681;1.1039175447
ITT;HOLD;1203;838.5;1253;102.0217877035;7264789584.25381;0.5957158517;0.03069;25.7441728887;0.8163658117;0.7439144567
BR;HOLD;1202;1153.5;937;31.4508470438;16023378098.481;0.0490965536;0.09239;24.5940533555;2.8057780032;0.3615275102
GIS;SELL;1201;1139.5;949;14.169656821;33707615572.0223;-0.2380486905;0.06766;14.4672367928;4.4078151551;0.3702811052
MRK;HOLD;1199.5;1060;1028;25.960430996;180342999045.924;-0.1795269302;0.11161;26.3546417996;4.1794047207;0.4436990016
VMI;HOLD;1199.5;873;1215;34.6103499832;4718427303.80498;1.1457163185;0.05925;27.789541552;4.378666828;0.6750830208
BSIG;HOLD;1197.5;1364.5;722;9.9360679907;1105970583.82832;0.58421739;0.10276;9.8745311644;2.9654768871;0.239661808
HAE;HOLD;1197.5;840.5;1246;56.4103756311;6042576364.56299;0.7179231628;0.0642;51.940085112;2.6345409145;0.7290868462
BIO;HOLD;1196;667;1419;4.4532488114;11990056440;0.1863076149;0.02412;37.851048237;0.5288816803;1.3372520622
EMR;HOLD;1195;1129.5;951;25.6121556769;52681408793.822;0.5511102636;0.08221;22.9829962557;3.1714689836;0.3717904075
ACRE;HOLD;1193.5;1006;1074;20.7878791925;433201887.751296;0.7602600054;0.01176;0;0;0.4893853472
STC;HOLD;1193.5;1488;592;7.6954002049;1261669139.96689;0.1776485156;0.0774;0;0;0.1682171994
LAD;HOLD;1191.5;600;1479;18.3292371337;8338556072.19507;0.7932097514;0.06329;45.636841262;13.7096381239;2.8267921018
SON;BUY;1191.5;1157;922;29.4097565442;6001870254.33076;0.263335612;0.05921;13.0290350051;3.4455792206;0.3463407291
CLGX;HOLD;1189.5;751;1327;21.8631384431;5581122531.64304;0.4050902748;0.049390003;25.6440451513;6.4649589677;0.9145551785
MMS;HOLD;1189.5;1295;783;23.3713640734;4968398206.81366;0.1561700782;0.09511;22.219780857;0.8664042003;0.2652408903
ATCO;HOLD;1188;659;1418;NA;1120316267.23918;1.1966520707;0.03903;19.1907643796;11.8134119708;1.332334557
LND;HOLD;1186.5;1437;638;3.4883719346;117674981.456018;0.2549559572;0.05982;5.5383014771;0;0.192740678
UNF;HOLD;1186.5;973;1102;36.2106959959;3691127690.44325;0.4406252818;0.04838;30.9126938687;0.3107459528;0.5149082643
INSI;HOLD;1185;1261;813;15.676616009;NA;0.0488682543;0.02262;0;0;0.2807365134
LRN;SELL;1183.5;844;1228;19.8533012309;934365727.570984;-1.6132314913;0.04005;14.8110019559;5.830818766;0.6960506854
SGU;HOLD;1183.5;1400;672;7.8638499145;338308040.970611;0.1693951925;0.06762;3.9433346279;1.7004713414;0.2104669842
PMM;HOLD;1182;1167;901;62.0769207294;NA;0.0860592864;0.01957;0;0;0.3284187758
CMC;HOLD;1180.5;1170;895;12.6147422737;3228442500.99348;0.4152775677;0.06652;13.3620458786;3.8823352792;0.3250051424
DHR;HOLD;1180.5;657;1408;43.8915053556;135472618599.024;0.1087594069;0.042529996;39.1179104603;4.9326923186;1.2744414137
ORCL;HOLD;1179;1001;1063;19.8457352118;117979019133.996;0.3551395644;0.090299994;20.6350695635;6.3628736625;0.4826965212
ROK;HOLD;1178;994;1068;22.0098396533;28509110993.2473;0.1569155201;0.08613;35.4633981268;2.8323509245;0.4870857468
NUV;HOLD;1177;1235;824;38.9824549357;NA;0.1022817905;0.02158;0;0;0.2863199939
RYI;HOLD;1175.5;911;1146;-8.0115604952;222602197.385974;1.3269754677;0.02197;4.1560271788;2.7045278794;0.5619632071
TU;BUY;1175.5;1245;812;10.8679445407;26323058522.4353;0.2733212685;0.04063;15.1841829406;0;0.2800137812
CBRE;HOLD;1174;880;1176;34.5180167808;24958915097.5494;1.0400299929;0.04329;22.6495504342;3.3645503678;0.6046165753
GPC;HOLD;1173;1242.5;810;-546.1421133903;15220726871.9024;0.2925183403;0.04458;8.4157559614;1.6832229564;0.2782051595
PCN;HOLD;1172;1164;887;-21.8565937194;NA;0.1813058495;0.0444;11.0197568631;2.1058449292;0.3228916722
STE;HOLD;1171;717;1333;34.0425525847;14545605591.9146;0.1745250989;0.06291;47.0991783105;5.3968374333;0.9300161695
TSI;HOLD;1170;1385;663;28.2914578615;NA;0.0043963986;0.03435;0;0;0.204573782
DSU;HOLD;1168.5;1460;586;25.9558827269;NA;0.1814212977;0.0556002106;0;0;0.166061405
PTY;BUY;1168.5;1080;966;-16.8703014689;NA;0.3301693016;0.042579997;13.1794178931;2.4606835418;0.3822515809
CSL;BUY;1167;1012;1033;25.1059440987;7644151460.81978;0.2703051153;0.05692;17.4729156204;4.1469457703;0.4520481183
CRL;HOLD;1166;599;1445;37.2444449531;13140031377.526;0.3871940252;0.05404;58.527657651;7.9959317717;1.6807196962
USNA;HOLD;1165;1508;533;17.0887370972;1087880897.36938;0.4560695603;0.19054002;0;0;0.1299184614
PMO;HOLD;1164;1113.5;927;28.4288754635;NA;0.0155424122;0.01647;0;0;0.3505499089
FNV;SELL;1163;857;1183;78.2756117343;20555512777.7801;-0.6228370225;0.032190003;36.7935608237;0;0.6129409671
DL;HOLD;1162;1189;847;31.2621354285;102504885.900848;0.1459735801;0.031170001;3.627702578;0.5466037496;0.2978227292
PFN;BUY;1161;1181;854;-20.8793456813;NA;0.297470933;0.042630002;10.2586164539;1.7096126149;0.3023131409
AVTR;BUY;1159.5;722.5;1307;298.6666573419;15443241920.3991;0.4578407353;0.046919998;27.3762944579;6.3216740664;0.8537930456
BNL;NA;1159.5;520.5;1509;NA;0;NA;0.02358;23.9640143182;8.8769071777;NA
FBHS;HOLD;1158;972;1054;20.9162445843;11376520527.6462;0.0467116807;0.07819;24.5165171809;4.8526323703;0.476275778
ACM;HOLD;1157;833.5;1191;-44.3764720244;7821050484.62659;0.712670343;0.024449999;11.1447808187;3.1632427043;0.6247543546
ITW;HOLD;1156;1049.5;973;30.7647060665;59052335537.2016;0.0989054569;0.11795;30.9191255384;3.5948738536;0.3876599231
ABBV;BUY;1155;1128;894;38.8419123257;183600878991.206;0.3059500765;0.081870005;15.8393483956;5.1655510508;0.324616646
HON;BUY;1154;881;1139;30.1994051252;133890153463.784;0.4671395556;0.06748;30.0621036414;4.5842940586;0.5561580391
MGA;HOLD;1153;832;1187;33.7619054885;25460716767.7544;1.0926121965;0.03417;18.0946683739;3.652081258;0.6187678149
HSY;HOLD;1152;861;1157;23.909983034;21313389502.8268;0.0584440953;0.13059;40.4169075397;5.80107416;0.57863442
NXR;HOLD;1150.5;1232.5;785;24.9149935691;NA;-0.0151073334;0.021459999;0;0;0.2667402407
SAP;SELL;1150.5;1328.5;689;29.4853831639;127469414108.258;-0.5252975125;0.07374;22.782122854;0;0.2245832822
AWF;BUY;1148.5;1344;671;-51.9026528418;NA;0.2244162451;0.0301;0;0;0.2104636182
HCI;HOLD;1148.5;795;1220;18.4255646061;441791660.63356;0.4048507744;0.01288;3.5956168597;1.8197082134;0.6788839706
MSM;HOLD;1147;1421;593;20.3856681526;3707302855.14909;0.4111355096;0.09713;9.7673563359;1.0270790957;0.1687693697
PRI;HOLD;1146;914;1099;14.7585709358;5519294218.77631;0.1352585937;0.02606;9.7135707331;2.563809986;0.5125510052
HTGC;HOLD;1145;757;1254;8.1044780674;1843128977.03716;0.6919691784;0.05506;22.3748097424;9.6904687329;0.7441932108
AWI;HOLD;1144;866;1136;-41.0805613421;4030950583.86172;0.3186099395;0.07002;30.7009004231;5.1155661553;0.5536055853
LNN;HOLD;1143;710.5;1290;45.2428020756;1676864183.98178;0.853936376;0.0561;51.4795438713;4.3059033444;0.8219034831
MHI;HOLD;1142;1238;761;26.1063839527;NA;0.0730107436;0.02168;0;0;0.2552361467
KR;HOLD;1141;978;1020;9.1247323749;24578742363.9552;-0.0217568405;0.050380003;11.7054348833;5.5268208881;0.4344320445
GWW;HOLD;1140;1014;983;29.5592833235;16570711733.6886;0.1502610013;0.13659;33.5957370555;3.8877948637;0.3949102574
CABO;HOLD;1138.5;540;1456;34.5246724411;9278013925.97717;-0.1298803897;0.06374;76.7942884347;14.8214848194;1.8459195493
PAI;HOLD;1138.5;1283;713;18.4046458498;NA;-0.0325137697;0.02388;0;0;0.2360218439
JCI;HOLD;1137;759;1236;46.1111114797;41112202298.7531;0.7374314069;0.03211;21.5009389174;3.9459253611;0.7093120426
PAG;HOLD;1136;781;1208;10.5900667613;2231005843.04169;0.8743850865;0.02935;10.713175154;6.0652926648;0.6594280774
CHT;HOLD;1135;1433;555;25.9407896745;17712062598.0858;0.1425127978;0.05179;0.603143857;0;0.1457646303
NGVC;HOLD;1134;570;1417;15.4912094542;127560058.941978;0.4941795229;0.028789999;20.7592332707;12.1473824768;1.3224811557
CHCT;HOLD;1133;644;1342;56.1952459648;958350526.668526;-0.1064192673;0.02836;26.135881444;4.7501159384;0.9440509971
NXC;HOLD;1132;1190.5;795;26.438127792;NA;-0.0132783165;0.020610001;0;0;0.2704949323
ETH;HOLD;1131;1076;906;45.1179684398;541413324.412537;1.2453462833;0.03118;8.7784311927;1.6002178287;0.3345189645
WRB;HOLD;1130;877;1103;25.1530250196;9868916341.69112;0.193317978;0.01954;7.448555177;1.6899378362;0.5153159987
JBT;HOLD;1129;1105;874;41.5191740413;4357035606;0.5909766102;0.06181;22.003589294;2.4113306162;0.3162989713
BGT;BUY;1128;1503;472;23.4215507435;NA;0.2605596532;0.1119626155;0;0;0.0842746617
IT;HOLD;1126.5;860;1111;60.0574338758;15278049967.7172;0.5839072329;0.04283;22.4703677818;3.5968350568;0.5221900111
STM;HOLD;1126.5;691;1280;28.7083339691;22503021093.6083;0.3185024619;0.063779995;60.0489437007;5.3491573298;0.7956909232
VAR;HOLD;1125;958.5;1012;57.9485478061;16086702720.7878;0.0260170844;0.059180003;38.3316876339;0.8532132425;0.4290256999
NOW;HOLD;1124;500;1468;831.5762794624;95827693781.6895;0.1939935485;0.01687;55.9623049518;1.1921385605;2.2242975631
WAL;HOLD;1123;772.5;1195;18.5059517149;8656114734.27284;1.9690835618;0.01601;11.872730917;1.1425241405;0.6359756175
FL;HOLD;1121;1408;558;16.495281037;4621753894.38766;1.0260102473;0.03833;0;0;0.1515964995
GTN;HOLD;1121;953;1013;5.1165309379;1531491516.24379;0.4621563752;0.06201;12.4048433587;8.7509492349;0.4291338497
PFGC;HOLD;1121;682;1284;-39.2078493917;6986520782.8006;0.9051554728;0.01196;8.6590083773;2.844527711;0.8170854601
ATUS;BUY;1118.5;597;1368;43.2266642253;5825699770.08929;0.281948794;0.04085;24.3831143594;15.6718536397;1.0235999305
PNR;HOLD;1118.5;1136;829;26.3020095005;9306018137.82326;0.4534501053;0.07125;24.7195840495;2.1958833319;0.2900172258
AIT;HOLD;1117;1232.5;731;-143.0514131612;3306709812.83073;0.5011948594;0.057589997;11.5525974373;2.5024463114;0.2425956146
UN;BUY;1116;1496;466;NA;NA;0.4509899092;0.0867975187;0;0;0.0803068691
GLP;HOLD;1115;665;1296;7.7880535971;584486916.322327;0.9854747439;0.04427;20.3786306495;13.5293815905;0.8305340438
ASX;HOLD;1114;1372;588;23.0645164367;7762917051.04258;0.8830028137;0.03822;0.9243058581;0;0.1668772623
WHD;HOLD;1113;1290;667;48.138888677;1648979369.6605;0.7772466721;0.05445;14.2288784913;0.2604404862;0.208776501
FMC;HOLD;1112;777;1178;23.8621824871;12964962362.6804;-0.1497894869;0.067779996;32.6483123472;6.9034970589;0.6049542851
NCV;HOLD;1111;1348.5;606;14.0149623081;NA;0.3325972467;0.03034;0;0;0.1735929582
IEX;BUY;1110;948.5;1004;39.5000009884;14767493601.0626;0.2504944547;0.081590004;38.2832096517;2.9013937783;0.420252712
APH;HOLD;1109;863.5;1087;30.7109979108;35780355824.0012;0.1961111331;0.08875;42.7710576892;4.3704465318;0.500426133
CTVA;HOLD;1108;805;1145;-34.2578113079;32578829420.1318;0.9965585813;0.0178;12.6057544035;0.647449261;0.5601846784
MAV;HOLD;1106;1215;734;19.1325688713;NA;0.1109043469;0.02103;0;0;0.2452982068
RDN;HOLD;1106;1440;509;10.5200004578;4015466416.96762;0.5850283657;0.0473;0;0;0.110178939
RFP;HOLD;1106;1097;852;79.0517247956;726484223.594313;1.8211468175;0.028719999;3.8236170538;1.8635854941;0.3000037313
ECL;HOLD;1103.5;797;1151;-49.2465111517;51860315893.1946;0.0933036209;0.053979997;35.6804751544;3.8783763156;0.5701492124
HRL;HOLD;1103.5;926;1022;28.9876537558;13212309385.6142;-0.1772146267;0.07813;44.731473835;2.3397225764;0.4351094849
RELX;HOLD;1102;1271;674;21.7647061628;45273359310.5;0.1243509479;0.07527;29.6529985937;0;0.214120043
ABB;BUY;1100.5;1003;940;11.9647252159;48523611848.8332;0.2176168775;0.02728;10.467087637;1.206767303;0.3659084517
SPXC;BUY;1100.5;705;1238;24.9152533752;2328387785.71678;0.3489853245;0.04002;29.8010441729;4.6880434246;0.7115148071
LIN;HOLD;1099;673.5;1269;52.1282918796;128093813415.625;0.0299806408;0.029360002;28.5534485671;3.3877702908;0.7818609137
INFO;HOLD;1097.5;620;1320;41.1290322581;35187700091.25;0.1354251717;0.03679;38.8992592012;5.0439589621;0.8900970667
VRT;BUY;1097.5;577;1363;NA;5025230609.53764;0.3282039758;0.04295;38.6107176291;9.7541444077;1.0070789208
NSC;BUY;1096;588.5;1349;31.2249593867;61534336097.2869;0.3492221295;0.057290003;55.7054606127;9.9321382289;0.9660135268
EBF;HOLD;1095;1369;566;19.2735851936;471532762.913582;0.2768014541;0.061669998;10.1626437103;0.3451174445;0.1540597208
NCZ;BUY;1093.5;1345.5;587;14.4574775025;NA;0.3394005827;0.03022;0;0;0.1668767365
SUN;HOLD;1093.5;708.5;1224;19.6024841403;1723179947.40039;0.4999249361;0.04893;20.2860817971;12.01965644;0.6889736739
NVS;HOLD;1091.5;1142;790;23.7215909091;176303152750.5;0.0238946005;0.060149997;17.0149113506;2.8860529862;0.2686442174
WEX;HOLD;1091.5;1029;903;-37.6780585419;9190702366.05496;0.5027714478;0.012940001;0;0;0.330289954
APTV;HOLD;1090;649;1278;21.9687865991;39256967750.5502;0.9960300333;0.032679997;36.7252122995;3.76731565;0.7909784053
UNP;HOLD;1089;731.5;1194;25.5177667298;134422604773.146;0.1616229168;0.07937;42.9728606086;7.3964432766;0.6324588496
TDG;BUY;1088;537;1388;87.1035037338;30957883512.5649;0.313453333;0.055019997;43.1926674946;18.4882663971;1.1038762279
ELY;HOLD;1087;684;1240;-20.237036811;2514900335.18752;0.7419206818;0.024500001;16.9211579028;4.8919333187;0.7169694418
RVLV;HOLD;1086;1177.5;744;-248.7719351785;1370795461.78166;1.7270836156;0.14187;62.4501444014;0;0.2511764975
G;HOLD;1085;1076;843;25.4585995036;6964659477.69406;-0.0802392851;0.058790002;17.0331812194;3.6065092724;0.2953050566
ATR;BUY;1083.5;827;1090;40.6230510581;8451908204.39911;0.2136789323;0.06126;33.7728851471;4.4297203611;0.5037231148
KWR;HOLD;1083.5;572;1345;116.3333377323;3036967263.2373;0.4751445051;0.029089998;34.1762451386;5.6108455166;0.955041988
ESI;HOLD;1081.5;596;1319;59.2763172953;3912771483.93648;0.9110995428;0.03392;29.0018985409;7.9739623287;0.8867781353
LCII;HOLD;1081.5;875;1040;21.0143531909;3229432853.76274;0.0900161548;0.06877;27.7506871715;5.5434012572;0.4600473091
ALLE;HOLD;1080;1043;871;32.5663721315;9962153787.29058;0.1535679926;0.11869001;29.6945101198;4.0313564215;0.3142580191
TLK;BUY;1079;1498;414;17.8615379333;10252791114.7717;0.2857664803;0.11691;0.0012200151;0;0.0404099334
DGX;HOLD;1078;1218;693;11.2015280591;15569403500.6666;-0.0449612936;0.09802;16.4500306494;4.081060814;0.2279150965
DHI;HOLD;1077;621;1289;10.1149266575;24711597930.403;0.1473764855;0.12048;96.5790020172;13.9185566193;0.8214518856
TMHC;HOLD;1076;1286;622;13.872340385;3242502657.71444;0.1409706171;0.053060003;5.694510372;2.7743656453;0.1817010059
