Ticker;CompanyName;Country;Sector;Industry;CP;StartP;MinP;MaxP;Vol;MA;Shares;EV;EPS;Debt;Assets;Equity;Cash;CFOpeAct;CapExp;FCF;netIncome;Sales;MCap;Debts;ROA;FCFyield;PER;Pr6m;Signal;Quality;Quality;Momentum;Momentum;Final_rank;Final;
DPW.DE;Deutsche Post;Germany;Industrials;Integrated Freight & Logistics;58.8899993896;39.7402267456;39.6525840759;59.3699989319;2662599.96825397;49.5702284253;983019247;85796913152;3.055;4.1105e+10;5.8271e+10;1.6791e+10;5.113e+09;2.49e+09;-7.04e+08;1.786e+09;1.19e+09;1.886e+10;57890002855.8427;16.5080321285;0.0204218222;0.0208165997;19.28;1.481873764;HOLD;208;93.69;217.00;97.75;222.00;100.00;
RMS.PA;Hermès;France;Consumer Cyclical;Luxury Goods;1250;864.3305664063;838.8446044922;1269.5;48447.619047619;1038.4369904049;33909013;130911911936;13.21;3659500000;11050500000;7380100000;4732700000;666450000;-107050000;559400000;525200000;1950700000;42386266250;5.4910345862;0.0475272612;0.0042731024;94.6252838759;1.4462059409;HOLD;199;89.6396396396;213;95.9459459459;221;99.5495495495;
ERF.PA;EUROFINS SCIENT.;Luxembourg;Healthcare;Diagnostics & Research;102.0199966431;77.4200057983;73.1205444336;104.1200027466;332037.944444444;84.1410422552;127272887;20922318848;2.58;4859100000;8575500000;3690300000;912400000;389250000;-98900000;290350000;222350000;1557700000;12984379504.4934;12.4832369942;0.0259285173;0.0138775249;39.54;1.3177472101;HOLD;211.5;95.27;190.00;85.59;220.00;99.10;
SOF.BR;Sofina;Belgium;Financial Services;Asset Management;378.3999938965;269.8727722168;263.9306030273;381.6000061035;19920.2619047619;313.7234610906;30671895;12794027008;40.381;192644000;9093055000;8900411000;232354000;18756500;-116500;18640000;794874500;806776000;11606244880.7936;10.2707861275;0.0874155606;0.0014569299;9.37;1.4021421679;HOLD;184;82.88;207.00;93.24;219.00;98.65;
OR.PA;L'Oréal;France;Consumer Defensive;Household & Personal Products;374.6000061035;290.173614502;286.7144470215;391.3999938965;382967.547619048;339.3141266354;234574995;210850447360;6.34;14608100000;43606900000;2.8993e+10;6405900000;2336950000;-233800000;2103150000;870450000;7457800000;87871794558.7321;6.2509253514;0.0199612905;0.0099746053;59.0851744643;1.2909513043;HOLD;207;93.2432432432;182;81.981981982;218;98.1981981982;
MONC.MI;Moncler;Italy;Consumer Cyclical;Apparel Manufacturing;59.9399986267;47.2671585083;45.8124809265;59.9399986267;651013.452380952;52.8483658745;193151766;14940701696;1.18;1129475000;2756612000;1627048000;923498000;184122500;-27486500;156636000;165991500;518537500;11577516588.7864;6.1343670654;0.0602157649;0.0104838449;50.7966090057;1.2681108939;HOLD;218;98.1981981982;170;76.5765765766;216.5;97.5225225225;
SSABAH.HE;SSAB A;Sweden;Basic Materials;Steel;4.6529998779;3.5239999294;3.4909999371;4.8959999084;63659.1967213115;4.2078360554;856647919;4815510016;0.348;3.6787e+10;9.7234e+10;6.0392e+10;8.058e+09;1.526e+09;-3.16e+08;1.21e+09;1.507e+09;1.9661e+10;3985982662.53572;24.1068152031;0.0154986939;0.2512714117;13.37;1.3203745661;HOLD;196;88.29;192.00;86.49;216.50;97.52;
KER.PA;Kering;France;Consumer Cyclical;Luxury Goods;731.799987793;552.1659545898;518.046081543;761.9000244141;178509.380952381;641.6582878961;72748860;99767795712;17.202;15970400000;28005400000;11820900000;3442800000;976200000;-209550000;766650000;938900000;3860950000;53237614859.9524;16.3597623438;0.0335256772;0.0076843434;42.5415642247;1.3253261664;HOLD;191.5;86.2612612613;194;87.3873873874;214.5;96.6216216216;
DIM.PA;SARTORIUS STED BIO;France;Healthcare;Medical Instruments & Supplies;460.299987793;317.7935180664;317.7935180664;460.299987793;64037.119047619;371.1786736382;24202491;42595360768;5.151;1828800000;3521900000;1668500000;254700000;164100000;-51400000;112700000;114500000;655200000;11140406311.8594;11.1444241316;0.0325108606;0.002645828;89.3612867002;1.4484247212;HOLD;171.5;77.2522522523;214;96.3963963964;214.5;96.6216216216;
MC.PA;LVMH;France;Consumer Cyclical;Luxury Goods;654.299987793;504.4502258301;495.1103820801;687.299987793;370713.103174603;597.3300541469;272093699;357545476096;9.32;6.9842e+10;1.08671e+11;3.7412e+10;1.9963e+10;5023500000;-284500000;4.739e+09;2.09e+09;1.3129e+10;178030903934.244;13.9030556385;0.0192323619;0.013254258;70.2038613512;1.297055595;HOLD;197.5;88.963963964;184;82.8828828829;213;95.9459459459;
NEM.DE;Nemetschek;Germany;Technology;Software—Application;74.4599990845;57.8903160095;51.126499176;74.4599990845;178542.373015873;59.4259107681;55930875;8361501184;0.9;485931000;947659000;447084000;177442000;60465000;-1718000;58747000;29446000;158431000;4164612901.29375;8.0365666088;0.0310723583;0.0070258915;82.7333323161;1.2862254729;HOLD;200.5;90.3153153153;179;80.6306306306;211.5;95.2702702703;
SGO.PA;Saint-Gobain;France;Industrials;Building Products & Equipment;57.4199981689;42.2626571655;39.8881340027;58.6899986267;1230978.38095238;50.1836718302;481694449;38869983232;0.85;3.0423e+10;4.8626e+10;1.7892e+10;8.443e+09;1.973e+09;-353500000;1619500000;4.45e+08;1.0182e+10;27658894379.5711;15.419665484;0.0091514827;0.0416645407;67.5529390223;1.3586461908;HOLD;176.5;79.5045045045;203;91.4414414414;211.5;95.2702702703;
VALMT.HE;Valmet Oyj;Finland;Industrials;Specialty Industrial Machinery;36.0499992371;26.0456562042;26.0456562042;37.6800003052;401155.483606557;32.7635524468;132164257;5387005952;1.86;3e+09;4.144e+09;1.138e+09;4.31e+08;1.48e+08;-2.4e+07;1.24e+08;5.7e+07;8.58e+08;4764521364.01667;20.2702702703;0.0137548263;0.0230183521;19.3817200199;1.3841079278;HOLD;173;77.9279279279;206;92.7927927928;210;94.5945945946;
WKL.AS;Wolters Kluwer;Netherlands;Communication Services;Publishing;90.8199996948;68.9940643311;63.142414093;90.8199996948;539491.03968254;75.5728990767;261934872;26943510528;2.7;6.296e+09;8.383e+09;2.087e+09;7.23e+08;3.53e+08;4.8e+07;4.01e+08;173500000;1154500000;23788924995.1038;17.835694051;0.020696648;0.0148829901;33.637036924;1.3163451172;HOLD;187.5;84.4594594595;189;85.1351351351;209;94.1441441441;
IPN.PA;Ipsen;France;Healthcare;Drug Manufacturers—Specialty & Generic;88.5599975586;72.2466278076;65.5754241943;92.3000030518;134162.333333333;77.9939034477;34822151;7675691008;6.566;2195400000;4317200000;2119100000;642500000;238850000;-23300000;215550000;163050000;689650000;3083849607.54498;9.1915428093;0.0377675345;0.0280821622;13.4876633504;1.2258011238;HOLD;221;99.5495495495;151;68.018018018;208;93.6936936937;
SSABBH.HE;SSAB B;Sweden;Basic Materials;Steel;4.1500000954;3.2539999485;3.2000000477;4.521999836;786986.278688525;3.8313606508;856647919;4261458688;0.348;3.6787e+10;9.7234e+10;6.0392e+10;8.058e+09;1.526e+09;-3.16e+08;1.21e+09;1.507e+09;1.9661e+10;3555088945.54631;24.1068152031;0.0154986939;0.2839403332;11.9252876304;1.2753534607;BUY;197.5;88.963963964;174;78.3783783784;207;93.2432432432;
DSY.PA;Dassault Systèmes;France;Technology;Software—Application;43.5999984741;32.3525886536;32.3525886536;43.7900009155;1303480.00793651;37.411721275;668737300;57197150208;0.418;8030700000;13648400000;5571100000;2714100000;641800000;-27500000;614300000;174400000;1172900000;29156945259.5879;12.5127765659;0.0127780546;0.0107400456;104.3062164453;1.3476510007;HOLD;169;76.1261261261;197;88.7387387387;206;92.7927927928;
ASM.AS;ASM INTERNATIONAL;Netherlands;Technology;Semiconductor Equipment & Materials;274.299987793;224.0064544678;200.5051116943;291.700012207;346958.452380952;245.2994484069;45612567;14358550528;6.775;383912000;2376615000;1992703000;497870000;115618000;-9444000;106174000;122473000;394015000;12511526571.306;3.3205210261;0.0515325368;0.007394479;40.4870830691;1.2245182329;HOLD;215;96.8468468468;150;67.5675675676;205;92.3423423423;
KRX.IR;Kingspan Group;Ireland;Industrials;Building Products & Equipment;86.4599990845;62.7604141235;52.5911331177;86.4599990845;482675.055555556;72.1129979936;152249035;16676901888;2.044;2.944e+09;5341600000;2348900000;1329700000;151900000;-3.4e+07;117900000;114550000;1251650000;13163451426.7118;19.3811718236;0.0214448854;0.0070696584;42.2994124679;1.3776199582;HOLD;154;69.3693693694;205;92.3423423423;203.5;91.6666666667;
OMV.VI;OMV Aktiengesellschaft;Austria;Energy;Oil & Gas Integrated;46.9900016785;33.4399909973;33.4399909973;50.7400016785;522643.584;43.1714077454;140877127;26956371968;6.324;3.0667e+10;5.1914e+10;1.4925e+10;3.427e+09;1.065e+09;-5.39e+08;5.26e+08;6.79e+08;6.429e+09;6619816434.18758;28.7953051643;0.0130793235;0.0195130116;7.4304240478;1.4052037778;BUY;151;68.018018018;208;93.6936936937;203.5;91.6666666667;
CAP.PA;Capgemini;France;Technology;Information Technology Services;166.8500061035;122.909072876;117.9729690552;168.75;354923.738095238;146.0426016914;168091273;35285123072;5.55;1.5839e+10;2.1954e+10;6.103e+09;2.836e+09;649500000;-53500000;5.96e+08;3.23e+08;4133500000;28046029925.9977;24.3864511162;0.0147125809;0.0168909713;30.0630641628;1.3575076453;HOLD;157;70.7207207207;201;90.5405405405;202;90.990990991;
TELIA1.HE;Telia Company;Sweden;Communication Services;Telecom Services;3.7395000458;2.6402556896;2.4576382637;3.882999897;1146150.08196721;3.2510379201;2474390765;15540600832;0.13;1.58984e+11;2.28845e+11;6.8858e+10;1.2989e+10;7.54e+09;-3.691e+09;3.849e+09;9.65e+08;2.1814e+10;9252984378.98612;21.0854111406;0.004216828;0.2476738217;28.7653849675;1.4163401145;HOLD;146;65.7657657658;211;95.045045045;201;90.5405405405;
HFG.DE;HELLOFRESH SE  INH O.N.;Germany;Consumer Cyclical;Restaurants;83.4599990845;69.8000030518;55.75;87.5599975586;683012.388888889;72.7753173283;160814360;13914004480;2.386;1006700000;1736500000;730200000;876300000;208700000;-27200000;181500000;101600000;1442900000;13421566338.3701;4.8236703402;0.0585084941;0.0130444115;34.9790440421;1.1957019403;HOLD;219;98.6486486486;136;61.2612612613;200;90.0900900901;
REC.MI;Recordati;Italy;Healthcare;Drug Manufacturers—General;50.7000007629;41.6315803528;41.6315803528;52.5999984741;303916.888888889;45.8254381513;98999686;11284090880;1.596;1508399000;2837468000;1328780000;250085000;114135000;-4092000;110043000;89872000;384838000;5019284155.73077;13.2159197442;0.0316733087;0.0097520484;31.7669177713;1.2178255145;HOLD;205.5;92.5675675676;146;65.7657657658;199;89.6396396396;
BMW3.DE;BAY.MOTOREN WERKE  VZO;Germany;Consumer Cyclical;Auto Manufacturers;72;51.0430030823;50.6172485352;82;100257.341269841;66.3597567119;432733241;139033804800;5.73;1.58484e+11;2.23996e+11;6.4836e+10;1.2636e+10;4.171e+09;-1.201e+09;2.97e+09;2.811e+09;2.6778e+10;31156793352;37.9966434908;0.0125493312;0.0213617113;12.5654450262;1.410575312;BUY;141;63.5135135135;209;94.1441441441;198;89.1891891892;
VOE.VI;Voestalpine AG;Austria;Basic Materials;Steel;37;30.258234024;30.1694984436;37.7020149231;329637.744;34.6220948181;152099565;10263852032;0.236;9260300000;14910200000;5524600000;1159700000;6.25e+08;-174200000;450800000;1.96e+08;3295500000;5627683905;14.81648;0.0131453636;0.043921132;156.7796610169;1.2228076487;BUY;200.5;90.3153153153;149;67.1171171171;197;88.7387387387;
MTS.MC;ArcelorMittal;Luxembourg;Basic Materials;Steel;25.4750003815;18.8330879211;17.2105941772;27.2700004578;565626.492063492;23.1787084398;738700240;41216290816;1.921;4.1667e+10;8.3649e+10;4e+10;5.474e+09;9.97e+08;-6.19e+08;3.78e+08;2.285e+09;1.6193e+10;18818388895.7918;41.7923771314;0.027316525;0.0091711309;13.2613224266;1.3526725138;HOLD;144;64.8648648649;198;89.1891891892;196;88.2882882883;
PUB.PA;Publicis;France;Communication Services;Advertising Agencies;52.7999992371;41.9982147217;40.0786819458;55.5200004578;712063.26984127;50.4016636137;223065969;17057986560;3.461;2.1435e+10;2.9079e+10;7.69e+09;2.959e+09;1467500000;-4.2e+07;1425500000;2.2e+08;2.755e+09;11777882993.0142;14.6064735945;0.0075655972;0.0835678933;15.2557062228;1.2571962782;BUY;171.5;77.2522522523;167;75.2252252252;195;87.8378378378;
SAP.DE;SAP;Germany;Technology;Software—Application;120.9800033569;103.077545166;100.1071777344;127.2600021362;2291321.55555556;111.8470526801;1042848972;146761957376;4.963;2.8973e+10;6.3095e+10;3.263e+10;7.764e+09;3.085e+09;-1.53e+08;2.932e+09;1.04e+09;6.348e+09;126163872133.335;9.3915721232;0.0164830811;0.0199779292;24.3763859272;1.1736795163;BUY;214;96.3963963964;124;55.8558558559;194;87.3873873874;
MRK.DE;Merck;Germany;Healthcare;Drug Manufacturers—Specialty & Generic;173.3000030518;136.3589172363;128.8329467773;173.9499969482;344519.428571429;147.3889477442;129100709;84751851520;5.239;2.4908e+10;4.3891e+10;1.8916e+10;2.238e+09;1.216e+09;-3.15e+08;9.01e+08;7.47e+08;4.631e+09;22373153263.6841;20.4835526316;0.0170194345;0.0106310362;33.0788324206;1.2709106714;HOLD;162.5;73.1981981982;171;77.027027027;193;86.9369369369;
CCEP.MC;COCA-COLA EUROPEAN PARTNERS;United Kingdom;Consumer Defensive;Beverages—Non-Alcoholic;52.5;39.5;37.5999984741;52.9000015259;2250.5238095238;46.329206285;200939091;28822157312;1.09;1.3212e+10;1.9237e+10;6.025e+09;1.523e+09;568500000;-53500000;5.15e+08;1.86e+08;2884500000;10549302277.5;23.2401055409;0.0096688673;0.0178681975;48.1651376147;1.3291139241;HOLD;138;62.1621621622;195;87.8378378378;192;86.4864864865;
MT.AS;ArcelorMittal;Luxembourg;Basic Materials;Steel;24.5900001526;18.6447162628;17.2221126556;27.2999992371;6196604.1984127;23.2231167233;738700240;41275191296;1.921;4.1667e+10;8.3649e+10;4e+10;5.474e+09;9.97e+08;-6.19e+08;3.78e+08;2.285e+09;1.6193e+10;18164639014.3167;41.7923771314;0.027316525;0.0091580436;12.8006247541;1.3188723178;BUY;141;63.5135135135;191;86.036036036;191;86.036036036;
SRT.DE;Sartorius AG;Germany;Healthcare;Medical Instruments & Supplies;501;369.3148193359;345.3592529297;501;2448.3015873016;403.1633879646;26784810;34891304960;3.309;3582800000;5213500000;1.22e+09;423600000;228900000;-80800000;148100000;8.2e+07;791100000;13419189810;15.6522498908;0.0157283974;0.0042446105;151.4052583862;1.3565661971;HOLD;130;58.5585585586;200;90.0900900901;190;85.5855855856;
NDA-FI.HE;Nordea Bank Abp;Finland;Financial Services;Banks—Regional;9.9589996338;6.7313423157;6.7313423157;9.9989995956;3136442.74590164;8.583399546;2479677356;175044476928;0.812;5.51284e+11;5.86812e+11;3.5519e+10;5.375e+10;2.2741e+10;-1e+06;2.274e+10;7.88e+08;2.291e+09;24695105880.319;24.2418539202;0.0013428492;0.1299098401;12.2647778741;1.4794968324;HOLD;112;50.4504504505;216;97.2972972973;189;85.1351351351;
VOW.DE;VOLKSWAGEN AG ST O.N.;Germany;Consumer Cyclical;Auto Manufacturers;278.200012207;171.5042877197;170.8163146973;321.5828552246;124848.53968254;258.0173368908;234826753;302698856448;22.288;3.7678e+11;5.11305e+11;1.32731e+11;2.6838e+10;9.065e+09;-1.959e+09;7.106e+09;3.38e+09;6.2376e+10;65328805551.1375;41.5642581357;0.0066105358;0.0234754769;12.4820536705;1.6221169506;BUY;103;46.3963963964;221;99.5495495495;188;84.6846846847;
IMCD.AS;IMCD;Netherlands;Basic Materials;Specialty Chemicals;139.25;109.1381454468;100.4208755493;140.8000030518;106150.404761905;119.772617885;55850921;8909874176;2.24;1452299000;2710150000;1257851000;169008000;93526000;-2800500;90725500;28404000;684848500;7777240749.25;15.5282915981;0.0104806007;0.0101825793;62.1651785714;1.2759058662;HOLD;148;66.6666666667;175;78.8288288288;186.5;84.009009009;
PSM.DE;ProSiebenSat.1 Media;Germany;Communication Services;Broadcasting;16.5650005341;14.5724554062;14.5724554062;18.4250011444;1158066.5952381;17.0632540385;189984225;6359339520;1.313;4.651e+09;6.465e+09;1.45e+09;5.94e+08;6.87e+08;-8.5e+07;6.02e+08;2.15e+08;1.492e+09;3147088788.58752;6.770014556;0.0332559938;0.0946639188;12.6161466368;1.1367336576;HOLD;222;100;101;45.4954954955;186.5;84.009009009;
KESKOB.HE;Kesko Oyj B;Finland;Consumer Defensive;Grocery Stores;35.6800003052;21.4916191101;20.6248645782;36.0800018311;730393.401639344;26.7169027328;271778366;16245610496;1.367;4.493e+09;6788400000;2295400000;264300000;155100000;-44200000;110900000;78400000;2539400000;9697052181.82018;28.968407479;0.0115491132;0.0068264594;26.1009512108;1.6601820515;HOLD;99.5;44.8198198198;222;100;184.5;83.1081081081;
DGE.PA;DIAGEO;United Kingdom;Consumer Defensive;Beverages—Wineries & Distilleries;41.1650009155;32.5816307068;31.7487449646;41.1650009155;588.3333333333;36.905022606;2327660480;110082555904;0.561;2.4426e+10;3.2804e+10;6.818e+09;2.763e+09;9.99e+08;-1.25e+08;8.74e+08;7.9e+08;3.437e+09;95818145790.2368;24.4504504505;0.024082429;0.0079394959;73.3778982451;1.2634420077;HOLD;152.5;68.6936936937;169;76.1261261261;184.5;83.1081081081;
TEP.PA;Teleperformance;France;Industrials;Consulting Services;353.299987793;286.0776367188;268.2102050781;355.1000061035;116558.571428571;311.6896020798;57506489;23133179904;5.52;4.615e+09;7.024e+09;2.409e+09;9.96e+08;2.74e+08;-6.9e+07;2.05e+08;130500000;1.536e+09;20317041861.7165;16.8430656934;0.0185791572;0.0088617302;64.003620977;1.2349793988;HOLD;166;74.7747747748;155;69.8198198198;183;82.4324324324;
KESKOA.HE;Kesko Oyj A;Finland;Consumer Defensive;Grocery Stores;32.2000007629;20.5605964661;19.7243995667;32.2000007629;29275.8442622951;24.5175630538;271778366;14788194304;1.367;4.493e+09;6788400000;2295400000;264300000;155100000;-44200000;110900000;78400000;2539400000;8751263592.55044;28.968407479;0.0115491132;0.0074992252;23.5552309897;1.5661024628;HOLD;102;45.9459459459;218;98.1981981982;181.5;81.7567567568;
AMUN.PA;AMUNDI;France;Financial Services;Asset Management;75.8499984741;64.160369873;59.0179252625;76.5;166152.833333333;68.8055285802;60303760;12854375424;5.021;0;0;9695177000;0;0;0;0;2.97e+08;7.75e+08;4574040103.98376;NA;Inf;0;15.1065521757;1.1821939092;HOLD;190;85.5855855856;130;58.5585585586;181.5;81.7567567568;
DAI.DE;Daimler;Germany;Consumer Cyclical;Auto Manufacturers;74.0599975586;57.0877418518;57.0877418518;80.1399993896;3161792.5952381;72.5123439365;806896650;197543411712;12.552;2.27345e+11;2.95338e+11;6.638e+10;2.2774e+10;4.879e+09;-1.186e+09;3.693e+09;4.29e+09;4.1017e+10;59758763929.0375;46.5966386555;0.0145257298;0.018694625;5.9002547449;1.2973012271;BUY;132;59.4594594595;185;83.3333333333;180;81.0810810811;
G1A.DE;GEA Group;Germany;Industrials;Specialty Industrial Machinery;35.6500015259;27.8755531311;27.8755531311;36.4300003052;357997.698412698;33.4246126508;148205732;5974239232;0.686;3765457000;5686906000;1921031000;821852000;327527000;-42812000;284715000;-21613000;1230812000;5283534571.944;11.4966308121;-0.0038004848;0.047657114;51.9679322535;1.278898444;BUY;134;60.3603603604;177;79.7297297297;179;80.6306306306;
VOW3.DE;Volkswagen Group;Germany;Consumer Cyclical;Auto Manufacturers;203.8500061035;152.7987213135;152.6815185547;240.811340332;1234709.25396825;204.8726568071;234826753;264550285312;22.288;3.7678e+11;5.11305e+11;1.32731e+11;2.6838e+10;9.065e+09;-1.959e+09;7.106e+09;3.38e+09;6.2376e+10;47869435032.3188;41.5642581357;0.0066105358;0.0268606779;9.146177589;1.3341080629;BUY;104.5;47.0720720721;196;88.2882882883;178;80.1801801802;
BMW.DE;BMW;Germany;Consumer Cyclical;Auto Manufacturers;83.8000030518;66.8468322754;66.1880111694;95.8899993896;1373532.6984127;81.6178640941;432733241;146963218432;5.73;1.58484e+11;2.23996e+11;6.4836e+10;1.2636e+10;4.171e+09;-1.201e+09;2.97e+09;2.811e+09;2.6778e+10;36263046916.397;37.9966434908;0.0125493312;0.0202091383;14.6247823825;1.2536121788;BUY;134;60.3603603604;163;73.4234234234;177;79.7297297297;
VIE.PA;Veolia;France;Industrials;Waste Management;26.0799999237;22.7579536438;20.9279747009;26.2999992371;1601914.0952381;23.8881256315;528962583;29206806528;0.275;0;0;7216200000;0;0;0;0;1.88e+08;6.807e+09;13795344124.2834;NA;Inf;0;94.8363633589;1.1459729786;HOLD;189;85.1351351351;107;48.1981981982;176;79.2792792793;
LIN.DE;Linde;United Kingdom;Basic Materials;Specialty Chemicals;252.1000061035;200.098815918;200.098815918;254;724195.246031746;232.9793225243;519157672;144195551232;4.667;3.736e+10;8.4993e+10;4.621e+10;4.096e+09;2.109e+09;-7.62e+08;1.347e+09;9.8e+08;7.243e+09;130879652279.887;17.7145566619;0.0115303613;0.009341481;54.0175714814;1.2598775507;BUY;127;57.2072072072;168;75.6756756757;175;78.8288288288;
PAH3.DE;PORSCHE ;Germany;Consumer Cyclical;Auto Manufacturers;90.2399978638;56.1262168884;56.1262168884;98.7821426392;667724.428571429;83.0740306491;153109688;26760499200;11.491;3.31e+08;3.8594e+10;3.8263e+10;2.71e+08;0;0;0;9.95e+08;2.4e+07;13816617918.0424;Inf;0.0257812095;0;7.8531022421;1.6078047456;BUY;73;32.8828828829;220;99.0990990991;174;78.3783783784;
CPR.MI;Campari;Italy;Consumer Defensive;Beverages—Wineries & Distilleries;11.3800001144;8.910651207;8.8271141052;11.4949998856;1809504.29365079;10.2241322275;493199175;13851742208;0.168;2557100000;4555500000;1996600000;548100000;121900000;-20800000;101100000;57450000;501650000;5612606667.94217;20.9770303527;0.0126111294;0.0072987209;67.7380959193;1.277123282;HOLD;116.5;52.4774774775;176;79.2792792793;173;77.9279279279;
ATE.PA;ALTEN;France;Technology;Information Technology Services;113.5999984741;95.4502487183;85.9448318481;115.8000030518;42121.3888888889;100.2678249904;28061461;3965019648;2.86;939491000;2152611000;1213604000;283424000;69999500;-1544500;68455000;18682500;545772500;3187781926.78161;13.4213958671;0.008678995;0.0172647316;39.7202791868;1.1901487948;HOLD;158.5;71.3963963964;133;59.9099099099;172;77.4774774775;
ENX.PA;EURONEXT;Netherlands;Financial Services;Financial Data & Stock Exchanges;89.6500015259;82.5463256836;72.1383132935;93.5500030518;176073.30952381;83.4922210451;60691874;6730343936;4.539;1990700000;3160700000;1148400000;759200000;185900000;-2400000;183500000;98200000;249300000;5441026596.70845;10.7084454008;0.031069067;0.0272645799;19.7510468222;1.0860568388;BUY;220;99.0990990991;71;31.981981982;171;77.027027027;
RAA.DE;RATIONAL AG;Germany;Industrials;Industrial Distribution;914.5999755859;788.5968017578;650.4556884766;928.799987793;12644.4206349206;742.1851966495;5647024;10256505856;7.718;131222000;689652000;558430000;251284000;13517000;-3964000;9553000;24390000;167699000;5164768012.5332;9.7079233558;0.0353656627;0.0009314088;118.5021994799;1.1597814923;HOLD;174.5;78.6036036036;115;51.8018018018;169.5;76.3513513514;
CCEP.AS;COCA-COLA EUROPEAN;United Kingdom;Consumer Defensive;Beverages—Non-Alcoholic;49.0600013733;39.8499984741;37.5999984741;52.5999984741;37893.6825396825;46.4291269212;200939091;29254381568;1.09;1.3212e+10;1.9237e+10;6.025e+09;1.523e+09;568500000;-53500000;5.15e+08;1.86e+08;2884500000;9858072080.40785;23.2401055409;0.0096688673;0.0176042005;45.0091755718;1.2311167692;BUY;136.5;61.4864864865;153;68.9189189189;169.5;76.3513513514;
BEI.DE;Beiersdorf;Germany;Consumer Defensive;Household & Personal Products;100.8499984741;89.6396865845;81.2651138306;104.5999984741;340795.579365079;94.2718850999;97845173;21485150208;2.469;3.942e+09;1.0205e+10;6.239e+09;1.005e+09;3.99e+08;-8.1e+07;3.18e+08;137500000;1.788e+09;9867685547.75011;9.8796992481;0.0134737874;0.0148009205;40.8464959393;1.1250596953;BUY;193;86.9369369369;96;43.2432432432;168;75.6756756757;
AI.PA;Air Liquide;France;Basic Materials;Chemicals;148.9600067139;128.4648132324;122.2867355347;151.1199951172;782676.317460318;137.5729661972;463424432;82705408000;5.14;22972500000;41977100000;18542300000;1791400000;1526450000;-655150000;871300000;678350000;5106200000;69031706502.0901;15.0496249468;0.0161600015;0.0105349822;28.9805460533;1.1595393553;BUY;174.5;78.6036036036;114;51.3513513514;167;75.2252252252;
AFX.DE;CARL ZEISS MEDITEC AG;Germany;Healthcare;Medical Instruments & Supplies;186.6499938965;128.5663909912;120.6929397583;186.6499938965;96189.1190476191;145.0116166009;36379907;16363983872;1.78;654447000;2217699000;1545547000;8315000;0;0;0;54309000;398456000;6790309419.50467;Inf;0.0244888959;0;104.8595471329;1.4517790572;HOLD;71;31.981981982;215;96.8468468468;165;74.3243243243;
SY1.DE;Symrise;Germany;Basic Materials;Specialty Chemicals;123.4499969482;101.7826919556;95.8561096191;123.4499969482;230821.436507937;107.9645093282;125180233;17853353984;2.224;3578108000;5939769000;2301855000;725136000;208478500;-35908500;172570000;68844000;849623000;15453499381.8302;17.16295925;0.0115903497;0.0096659709;55.508092153;1.2128780894;HOLD;141;63.5135135135;145;65.3153153153;165;74.3243243243;
BESI.AS;BE SEMICONDUCTOR;Netherlands;Technology;Semiconductor Equipment & Materials;66.0800018311;55.8387031555;55.2150230408;76.0692672729;508769.341269841;65.2443707179;71549606;5125274112;1.946;576260000;990808000;414548000;347979000;26228000;-1388000;24840000;37607000;143203000;4727998095.49124;21.9711758426;0.0379558905;0.00484657;33.9568354733;1.1834086054;BUY;155;69.8198198198;131;59.009009009;165;74.3243243243;
KGX.DE;KION Group;Germany;Industrials;Farm & Heavy Construction Machinery;88.6600036621;71.0083465576;69.5953445435;92.9800033569;186221.063492063;83.0218824356;71791671;13321520128;2.318;10022100000;1.4689e+10;4678900000;515100000;331900000;-5.8e+07;273900000;136700000;2375100000;6365049813.76895;30.1961434167;0.0093062836;0.0205607166;38.2484916575;1.2485856658;BUY;125;56.3063063063;160;72.0720720721;162.5;73.1981981982;
FDJ.PA;FDJ;France;Consumer Cyclical;Gambling;47.7000007629;44.1925811768;43.848865509;51.5800018311;266728.764705882;47.938294579;98536683;8768153600;1.119;2199300000;2.898e+09;698700000;673200000;176350000;-18300000;158050000;81750000;535350000;4700199854.27752;12.4712220017;0.0282091097;0.0180254598;42.6273465263;1.0793667057;BUY;217;97.7477477477;68;30.6306306306;162.5;73.1981981982;
DLG.DE;DIALOG SEMICONDUCTOR PLC   LS-;10;United Kingdom;Technology;Semiconductors;64.9800033569;51.9799995422;51.9799995422;65.6800003052;253627.26984127;64.2665077997;62230762;3931058176;1.138;392311000;2095910000;1703599000;533734000;25992000;-4766000;21226000;26114000;365863000;4043755123.66454;15.0935287781;0.0124595045;0.0053995639;57.1001786968;1.2500962664;BUY;122;54.954954955;162;72.972972973;161;72.5225225225
