"Ticker","CompanyName","Country","Sector","Industry","CP","StartP","MinP","MaxP","Vol","MA","Shares","EV","Debt","Assets","Equity","Cash","CFOpeAct","CapExp","FCF","netIncome","Sales","MCap","Debts","ROA","FCFyield","EPS","PER","Pr6m","Signal","Quality","N_Quality","Momentum","N_Momentum","Final_rank","N_Final"
"TSQ","Townsquare Media Llc","United States","Communication Services","Advertising Agencies",10.7299995422363,4.67000007629395,4.51999998092651,12,59426.4,7.69466401672363,10432157,678179520,667747000,768502000,97261000,83229000,8040000,-3694000,4346000,4067000,108494000,111937039.834538,83.0531094527363,0.00529211374856539,0.00640833270813014,0.389852261617612,27.5232455949195,2.29764440405567,"HOLD",384,38.2470119521912,900,89.6414342629482,751,74.8380667663179
"CCRN","Cross Ctry Hlthcr","United States","Industrials","Staffing & Employment Services",12.4899997711182,6.28999996185303,6.17999982833862,13.5299997329712,264420,9.33888000488281,34898669,550393280,202064000,356973000,154375000,1600000,1929000,-956000,973000,4612000,215606000,435884367.822329,104.750648004147,0.0129197446305463,0.0017678268164902,0.132154037163996,94.5109210369316,1.98569154958129,"HOLD",455.5,45.3685258964143,826,82.2709163346614,750,74.7384155455904
"AGX","Argan Inc","United States","Industrials","Engineering & Construction",53.3499984741211,40.7141799926758,39.6156425476074,54.5200004577637,96372.5806451613,45.9759027111915,14953011,398836832,264836000,595500000,328923000,353213000,39659000,-279000,39380000,9454000,127331000,797743114.033516,6.677828487859,0.0158757346767422,0.098737119644958,0.632247244384425,84.3815436887578,1.31035424227427,"HOLD",923,91.9322709163347,356,35.4581673306773,748,74.5391131041355
"EMKR","Emcore Corp","United States","Technology","Semiconductors",5.46000003814697,3.22000002861023,3.20000004768372,7.90999984741211,423714.4,4.98151998519897,25265390,149761920,50591000,128126000,77535000,31120000,1526000,-870000,656000,2569000,33426000,137949030.363798,33.1526867627785,0.0200505752150227,0.00438028572283261,0.101680599428705,53.6975595032301,1.69565217069378,"HOLD",601,59.8605577689243,678,67.5298804780876,748,74.5391131041355
"NSSC","Napco Sec Tech Inc","United States","Industrials","Security & Protection Services",34.8300018310547,24.1700000762939,23.8099994659424,35.5200004577637,101902.4,28.8518400726318,14296990,623530240,24688000,108293000,83605000,26796000,5172000,-246000,4926000,3197000,27205000,497964187.878571,4.77339520494973,0.0295217604092601,0.00790017818542369,0.22361350186298,155.759833556012,1.44104268602035,"HOLD",797,79.3824701195219,482,48.00796812749,748,74.5391131041355
"PEBO","Peoples Bancorp Inc","United States","Financial Services","Banks由egional",33.1699981689453,18.7495765686035,18.7495765686035,36.3899993896484,61717.6,27.8798829193115,17514262,735621696,4185091000,4760764000,575673000,107400000,29491000,-597000,28894000,20573000,57514000,580948038.470428,141.910786341596,0.0043213652262536,0.0392783412413111,1.17464269976091,28.2383725499649,1.7691065207568,"HOLD",551,54.8804780876494,727,72.4103585657371,746,74.3398106626806
"MCFT","Mcbc Holdings","United States","Consumer Cyclical","Recreational Vehicles",26.5900001525879,18.8999996185303,18.8999996185303,31.6000003814697,174700.806451613,25.0004838974245,17239848,587624320,155042000,227043000,72001000,12074000,22783000,-16861000,5922000,12501000,118677000,458407560.950592,6.80516174340517,0.0550600547032941,0.0100778674374811,0.725122402471298,36.6696713023432,1.40687834334759,"BUY",841.5,83.8147410358566,436,43.4262948207171,745,74.2401594419532
"MGI","Moneygram Intl","United States","Financial Services","Credit Services",6.57000017166138,2.89000010490417,2.89000010490417,11.4300003051758,3624701.61290323,6.47475807705233,64598211,1153147392,4911100000,4674100000,-2.37e+08,196100000,45100000,-10200000,34900000,7300000,323300000,424410257.359018,108.893569844789,0.00156179799319655,0.0302649949539148,0.113006225512964,58.1383914190435,2.27335637826187,"BUY",379,37.7490039840637,897,89.3426294820717,744,74.1405082212257
"ATRS","Antares Pharma","United States","Healthcare","Medical Instruments & Supplies",4.1100001335144,2.88000011444092,2.73000001907349,4.84999990463257,1201342.74193548,3.77862904533263,155950994,671470528,93416000,212531000,119115000,53137000,7103000,-1722000,5381000,51386000,44133000,640958606.161704,13.1516260734901,0.241781198978031,0.00801375455156239,0.329500945662456,12.473409219665,1.42708332298531,"BUY",811,80.7768924302789,463,46.1155378486056,742,73.9412057797708
"MNDO","Mind C.T.I. Ltd","Israel","Technology","Software輸pplication",2.65000009536743,2.13829112052917,2.01898741722107,2.9550633430481,65537.9032258065,2.40753772181849,16669178,37784440,9298000,32417000,23119000,8260000,2314000,-8000,2306000,1390000,5819000,44173323.2896967,4.01815038893691,0.0428787364654348,0.0610304135776526,0.0833874351812669,31.7793692731631,1.23930744037866,"HOLD",976,97.2111553784861,298,29.6812749003984,742,73.9412057797708
"ORRF","Orrstown Finl Svcs","United States","Financial Services","Banks由egional",22.2999992370605,12.6149778366089,12.6149778366089,23.9200000762939,26499.2,17.4703298492432,10200062,244882416,2504323000,2750572000,246249000,125258000,13833000,-389000,13444000,10059000,30290000,227461374.81797,181.039759994217,0.0036570575138553,0.0548998177149641,0.986170476218674,22.6127224195218,1.76773986652165,"HOLD",549,54.6812749003984,725,72.2111553784861,742,73.9412057797708
"TRNS","Transcat Inc","United States","Industrials","Industrial Distribution",49.0800018310547,29.3899993896484,27.0900001525879,53.2599983215332,35208.8,36.9727200622559,6968670,397521728,58263000,130770000,72507000,1034000,3171000,-1179000,1992000,1761000,44062000,342022336.360016,18.3736991485336,0.0134663913741684,0.00501104684270239,0.252702452548334,194.220520363439,1.66995586425025,"HOLD",611.5,60.906374501992,662,65.9362549800797,740,73.7419033383159
"SLCA","U.S. Silica Holdings Inc","United States","Energy","Oil & Gas Equipment & Services",12.289999961853,2.76999998092651,2.55999994277954,14.9099998474121,1233573.38709677,7.57620967395844,67986930,2107161856,1620156000,2246947000,615260000,150920000,23909000,-6710000,17199000,4567000,227277000,835559367.106504,67.7634363628759,0.0020325357028893,0.00816216369474752,0.0671746760737689,182.955850034269,4.43682312147246,"HOLD",283,28.1872509960159,990,98.605577689243,739,73.6422521175884
"FTSI","Fts International Inc Cl A","United States","Energy","Oil & Gas Equipment & Services",24.7399997711182,3.33999991416931,3.10999989509583,26.1700000762939,224423.2,15.014576051712,8808925,256593168,48400000,3.15e+08,266600000,9.4e+07,-12800000,-1800000,-14600000,93300000,49800000,217932802.483797,-3.78125,0.296190476190476,-0.056899410509636,10.5915307486441,2.33582853680383,7.40718575056348,"HOLD",272,27.0916334661355,999,99.5019920318725,738,73.542600896861
"FISI","Financial Institut","United States","Financial Services","Banks由egional",30.2900009155273,15.6796321868896,15.4640369415283,31.7171840667725,67466.935483871,22.8879536505668,15270223,510071296,4443943000,4912306000,451035000,93878000,23157000,-1464000,21693000,13800000,41667000,462535068.650307,191.904953145917,0.00280927124653879,0.0425293486814831,0.903719611691329,33.5170339601672,1.93180557773887,"HOLD",467,46.5139442231076,802,79.8804780876494,736.5,73.3931240657698
"TRMT","Tremont Mortgage Trust","United States","Real Estate","REIT柚ortgage",5.75,2.60333108901978,2.46116971969604,6.07999992370605,55205.6,4.08875637626648,6586367,237453744,205279000,294182000,88903000,10521000,1342000,0,1342000,2198000,3506000,37871610.25,152.964977645306,0.00747156522152953,0.00565162703856967,0.333719636333657,17.2300319608735,2.20870869028228,"HOLD",382,38.0478087649402,887,88.3466135458167,736.5,73.3931240657698
"CTS","Cts Corp","United States","Technology","Electronic Components",31.0599994659424,22.4456806182861,22.3259696960449,36.9560050964355,157772.8,31.1642375488281,31303530,991713024,202367000,626049000,423682000,91773000,27486000,-4417000,23069000,14948000,123017000,972287625.082111,7.3625482063596,0.0238767253042493,0.0232617697274489,0.477518030714108,65.044663171134,1.38378514753695,"BUY",856.5,85.308764940239,411,40.9362549800797,734.5,73.1938216243149
"CARE","Carter Bank&Tr [Va]","United States","Financial Services","Banks由egional",13.960000038147,6.8899998664856,6.76999998092651,14.6199998855591,63175.8064516129,10.3029032330359,25112890,168355728,3739005000,4179179000,440174000,238242000,18889000,-1725000,17164000,2942000,26638000,350575945.357981,197.94615914024,0.000703966018205968,0.101950793144383,0.117150992976117,119.162455934052,2.02612486337646,"HOLD",421.5,41.9820717131474,846,84.2629482071713,734.5,73.1938216243149
"DCO","Ducommun Inc","United States","Industrials","Aerospace & Defense",60,33.8899993896484,31.6399993896484,62.5699996948242,51360.8,49.3594400634766,10724283,943167808,508013000,837347000,329334000,56466000,11090000,-4275000,6815000,9653000,157786000,643456980,45.8082055906222,0.011528076173916,0.00722564949969115,0.900106795018371,66.6587568631514,1.77043378815542,"HOLD",534.5,53.2370517928287,731,72.808764940239,733,73.0443447932237
"FCBC","First Community Bksh","United States","Financial Services","Banks由egional",29.9899997711182,17.9548606872559,17.9548606872559,30.2099990844727,38266.935483871,22.998530034096,15588050,69941024,2584406000,3011136000,426730000,456561000,13816000,-721000,13095000,11550000,34816000,467485615.932178,187.058917197452,0.00383576165274501,0.187229171823392,0.740952203771479,40.4749451023531,1.67029977528061,"HOLD",599,59.6613545816733,663,66.0358565737052,732,72.9446935724963
"CLFD","Clearfield Inc","United States","Technology","Communication Equipment",30.1299991607666,21.2099990844727,20.3500003814697,38.0999984741211,129087.2,27.462159866333,11282142,376995616,10076246,96187684,86111438,19151076,2716659,-378883,2337776,3163439,27092147,339930928.99165,3.70905807464242,0.0328881917980269,0.00620106945752918,0.280393474927013,107.456135234993,1.42055636309876,"HOLD",805,80.1792828685259,453,45.1195219123506,731,72.8450423517688
"GSMG","Glory Star New Media Group Holdings Ltd","China","Communication Services","Broadcasting",3.71000003814697,2.90000009536743,2.58999991416931,4.71999979019165,107960,3.16352001190186,18661981,207937952,38116000,143396000,104809000,17731000,4873500,-29500,4844000,8649000,47177500,69235950.2218981,7.82107315071304,0.0603154899718263,0.0232954107386804,0.463455621351238,8.00508153796948,1.27931031591118,"HOLD",921,91.7330677290837,336,33.4661354581673,730,72.7453911310414
"SMMF","Summit Financial Gp","United States","Financial Services","Banks由egional",26.5499992370605,14.6212768554688,14.6212768554688,27.1599998474121,16852,21.4693115234375,10128671,435315200,2824804000,3106384000,281580000,99787000,17081000,-560000,16521000,10251000,28983000,268916207.322437,165.37696856156,0.0032999783671304,0.0379518105501485,1.01207749763024,26.2331682101685,1.8158468305817,"HOLD",501,49.9003984063745,755,75.199203187251,729,72.6457399103139
"MPAA","Motorcar Parts Amer","United States","Consumer Cyclical","Auto Parts",22.5,15.5900001525879,14.7299995422363,26.3099994659424,75650.8064516129,20.2874999430872,18601609,580178560,499552000,799236000,299684000,12800000,33154000,-5233000,27921000,8469000,122568000,418536202.5,15.0676238161308,0.0105963695329039,0.0481248393597999,0.455283196200931,49.4197901168969,1.44323282743939,"HOLD",771.5,76.8426294820717,483,48.1075697211155,728,72.5460886895865
"WVVI","Willamette Valley","United States","Consumer Defensive","Beverages邑ineries & Distilleries",9.05000019073486,6.32000017166138,6.03999996185303,9.35000038146973,13906.4516129032,7.01169353146707,3778354,68972648,20668420,79490347,33004622,13999755,2512030,-881200,1630830,1090694,8306172,34194104.4206638,8.2277759421663,0.0137210874170671,0.0236445902439471,0.288669087121006,31.3507770471496,1.43196201660163,"HOLD",779,77.5896414342629,472,47.0119521912351,727,72.446437468859
"ISNS","Image Sensing Syst","United States","Technology","Scientific & Technical Instruments",4.51000022888184,3.60999989509583,3.48000001907349,6.03999996185303,58900,4.42112001037598,2353924,16592343,2054000,21424000,19370000,8605000,1040000,-17000,1023000,365000,2877000,10616197.7787704,1.975,0.0170369678864825,0.0616549452961526,0.155060231341369,29.0854733664944,1.24930757893059,"BUY",945,94.1235059760956,305,30.3784860557769,725.5,72.2969606377678
"STRL","Sterling Constructio","United States","Industrials","Engineering & Construction",23.2000007629395,13.9799995422363,13.6999998092651,24.1299991607666,334934.4,18.9850399398804,25418676,981974336,683965000,952694000,267270000,66185000,28334000,-10776000,17558000,5824000,347228000,589713302.592911,24.139373191219,0.00611319059425167,0.0178803043585856,0.229122870129034,101.255718164992,1.65951369975712,"HOLD",592,58.9641434262948,658,65.5378486055777,725.5,72.2969606377678
"JBSS","John B Sanfilippo","United States","Consumer Defensive","Packaged Foods",90.370002746582,73.500129699707,70.4258651733398,91.9000015258789,55804,79.4883941650391,8773105,1065829568,153554000,397561000,244007000,1763000,41358000,-4823000,36535000,19885000,233575000,792825522.946053,3.71280042555249,0.0500174815940195,0.0342784635526268,2.2665863454273,39.8705317046041,1.22952167725144,"HOLD",961,95.7171314741036,288,28.6852589641434,724,72.1474838066766
"FF","Futurefuel Corp","United States","Basic Materials","Chemicals",14.5299997329712,11.2894916534424,11.2894916534424,17.6098880767822,159295.161290323,13.3374175256298,23381201,366937984,69421000,441304000,371883000,198122000,19827000,-747000,19080000,5472000,49863000,339728844.286546,3.50133656125485,0.0123996156844262,0.0519978874686356,0.234034171298557,62.0849496137693,1.28703755483452,"BUY",907.5,90.3884462151394,341,33.9641434262948,723,72.0478325859492
"SMBC","Southern MO Bancorp","United States","Financial Services","Banks由egional",39.4199981689453,23.0223960876465,21.745023727417,41.4500007629395,16977.6,31.5591585388184,6732505,284824736,2355309000,2622998000,267689000,149520000,13994000,-567000,13427000,12048000,28635000,265395334.772415,168.30848935258,0.00459321737950239,0.0471412707637865,1.78952707795984,22.0281652367542,1.71224567672596,"HOLD",560.5,55.8266932270916,687,68.4262948207171,722,71.9481813652217
"CFFI","C&F Financial Corp","United States","Financial Services","Banks由egional",44.2900009155273,29.0012645721436,28.6672401428223,51.439998626709,9531.2,38.2440020141602,3456941,159843584,1891839000,2086310000,193805000,86669000,56948000,-2573000,54375000,8e+06,39905000,153107920.054924,33.2204642832057,0.00383452123605792,0.340176306357095,2.31418470838814,19.1384900068655,1.52717481699295,"HOLD",681,67.8286852589641,566,56.3745019920319,721,71.8485301444943
"SEB","Seaboard Corp","United States","Industrials","Conglomerates",3689.98999023438,2930.00463867188,2930.00463867188,3859.72998046875,1186.4,3301.55179882812,255255,4254262784,2.571e+09,6.399e+09,3.817e+09,7.6e+07,2.57e+08,-9.9e+07,1.58e+08,2.65e+08,1.99e+09,941888394.957275,10.0038910505837,0.0414127207376153,0.0371392196538088,1038.17750876574,3.55429583002745,1.25938025542068,"HOLD",930,92.6294820717131,312,31.0756972111554,720,71.7488789237668
"CIX","Compx International Inc","United States","Industrials","Security & Protection Services",18.0100002288818,13.5381259918213,12.3430089950562,18.8199996948242,10072.5806451613,14.0673283453911,1634712,163693776,16389000,184045000,167656000,70637000,6257000,-449000,5808000,2155000,3e+07,29441163.4941559,2.61930637685792,0.0117090928848923,0.0354808847466504,1.31827502336803,13.6617928047127,1.33031707931822,"HOLD",867,86.3545816733068,374,37.2509960159363,719,71.6492277030394
"VEC","Vectrus Inc","United States","Industrials","Aerospace & Defense",53.439998626709,37.6100006103516,37.6100006103516,59.8699989318848,71124,49.6779200439453,11311233,759821440,538873000,843811000,304938000,66949000,26426000,-1152000,25274000,16781000,355317000,604472275.986385,20.3917732536139,0.0198871548249549,0.0332630782305906,1.48356947469829,36.0212309151055,1.42089863758206,"BUY",786.5,78.3366533864542,454,45.2191235059761,718,71.5495764823119
"AMSWA","Amer Software Inc","United States","Technology","Software輸pplication",20.7000007629395,14.188214302063,14.1486930847168,21.6399993896484,117112,17.8309867401123,28624995,563638592,47074000,167424000,120350000,86721000,7162000,-298000,6864000,2311000,27683000,592537418.339138,6.572745043284,0.0138032779051988,0.0121780163697521,0.0807336385560941,256.398709796252,1.45895743623844,"HOLD",738,73.5059760956175,502,50,717,71.4499252615845
"HCKT","Hackett Grp Inc","United States","Technology","Information Technology Services",16.3899993896484,11.2334957122803,11.2334957122803,17.4099502563477,129360,14.5217726135254,23088013,446924224,51658000,192545000,140887000,49455000,12905000,-395000,12510000,893000,59223000,378412518.978195,4.00294459511817,0.00463787685995482,0.0279913223052327,0.0386780793999033,423.754220580286,1.45902930035671,"HOLD",731,72.808764940239,503,50.0996015936255,716,71.350274040857
"TEN","Tenneco Automotive","United States","Consumer Cyclical","Auto Parts",10.7200002670288,7.55000019073486,7.38000011444092,12.710000038147,1173939.51612903,10.1993548639359,54218779,6132060672,1.1593e+10,1.1852e+10,-1.19e+08,7.98e+08,4.74e+08,-8.6e+07,3.88e+08,1.67e+08,4.65e+09,581225325.357976,24.457805907173,0.0140904488693891,0.063273998864961,3.08011362631386,3.48039116980824,1.41986754916696,"BUY",782.5,77.9382470119522,451,44.9203187250996,715,71.2506228201295
"YRD","Yirendai Ltd","China","Financial Services","Credit Services",5.07000017166138,3.03999996185303,3.01999998092651,6.46000003814697,196648.8,3.92998398208618,11452673,64345816,4030320000,8371355000,4341035000,2836229000,3098000,0,3098000,79837000,1022762000,58065054.0759816,1300.9425435765,0.00953692681770156,0.0481460985746144,6.97103636854034,0.727295039592941,1.66776323528997,"HOLD",572,56.9721115537849,661,65.8366533864542,714,71.1509715994021
"KEN","Kenon Holdings Ltd","Singapore","Utilities","Utilities由egulated Electric",30.5,20.6246223449707,20.5750007629395,31.57200050354,2868,26.8990761871338,22479304,1996304000,9.87e+08,2.033e+09,9.6e+08,4.32e+08,3.5e+07,-1.1e+07,2.4e+07,6.7e+07,1.17e+08,685618772,28.2,0.0329562223315298,0.0120222170571216,2.98051932568731,10.233116,1.47881495669846,"HOLD",714.5,71.1653386454183,517,51.4940239043825,713,71.0513203786746
"PGC","Peapack Gladstone FI","United States","Financial Services","Banks由egional",30.8799991607666,15.3755121231079,15.3755121231079,31.3600006103516,64010.4,23.4954258117676,14348621,126186264,5363320000,5890442000,527122000,653322000,17979000,-569000,17410000,3030000,43791000,443085404.438158,298.310250848212,0.000514392638107633,0.137970643143853,0.211170118717332,146.232806745267,2.00838833292303,"HOLD",395,39.3426294820717,836,83.2669322709163,712,70.9516691579472
"SRI","Stoneridge Inc","United States","Consumer Cyclical","Auto Parts",31.8099994659424,19.4099998474121,19.4099998474121,37.189998626709,127384.677419355,28.7604837879058,25710355,961156416,324774000,621408000,296634000,73919000,19686000,-8131000,11555000,3580000,189731000,817846378.819189,16.4977141115514,0.00576111025284515,0.0120219766602484,0.139243507139439,228.448709167371,1.63884594106185,"HOLD",583.5,58.1175298804781,645,64.2430278884462,710.5,70.802192326856
"STFC","State Auto Finl Corp","United States","Financial Services","Insurance猶roperty & Casualty",19.7099990844727,13.5175180435181,12.0529556274414,20.829568862915,75239.2,16.6292753677368,17533444,899462016,2092500000,3102500000,1.01e+09,90700000,27200000,0,27200000,81800000,441200000,345584165.187653,76.9301470588235,0.0263658340048348,0.0302402986631511,4.66536979272298,4.22474529569257,1.45810784354189,"HOLD",728.5,72.5597609561753,500,49.800796812749,710.5,70.802192326856
"TBI","Trueblue Inc","United States","Industrials","Staffing & Employment Services",22.0200004577637,15.6499996185303,15.25,22.5,200661.290322581,19.243387030017,34784777,787629248,543387000,980577000,437190000,62507000,53763000,-10822000,42941000,8026000,518634000,765960805.463207,10.1070810780648,0.00818497680447328,0.0545193060174424,0.230733116385941,95.434937137205,1.4070288175401,"HOLD",790.5,78.7350597609562,437,43.5258964143426,709,70.6527154957648
"UBP","Urstadt Biddle Properties Inc","United States","Real Estate","REIT由etail",13.6999998092651,8.33579730987549,8.24753570556641,15.3210706710815,5574.4,11.8037492599487,31754473,1130735744,374778000,1009002000,342632000,37115000,14630000,0,14630000,7892000,33922000,435036274.043315,25.6170881749829,0.00782159004640229,0.012938478400131,0.248531915487938,55.1237042629644,1.64351402751056,"HOLD",580,57.7689243027888,647,64.4422310756972,708,70.5530642750374
"ACCO","Acco Brands Corp","United States","Industrials","Business Equipment & Supplies",8.4399995803833,5.84648132324219,5.18702983856201,9.30172061920166,578637.903225806,7.86771788904744,91625226,1974747904,2.306e+09,3048700000,742700000,36600000,97400000,-3500000,93900000,29800000,460100000,773316868.992525,23.6755646817248,0.00977465805097255,0.0475503732956488,0.325237942660027,25.9502305031049,1.44360327413188,"BUY",740,73.7051792828685,484,48.207171314741,706.5,70.4035874439462
"ENBL","Enable Midstream Partners LP","United States","Energy","Oil & Gas Midstream",6.48000001907349,4.1894383430481,3.98232054710388,7.32999992370605,1314074.19354839,5.49595558451068,88607002,7529574400,4.634e+09,1.1729e+10,6.707e+09,3e+06,2.14e+08,-6.3e+07,1.51e+08,9.6e+07,7.04e+08,574173374.650044,21.6542056074766,0.00818484099241197,0.0200542543281065,1.08343582147154,5.98097265260463,1.54674672079285,"HOLD",643,64.0438247011952,581,57.8685258964143,706.5,70.4035874439462
"LORL","Loral Space Comm","United States","Communication Services","Telecom Services",37.6699981689453,17.0803451538086,15.1846036911011,48.7400016784668,204657.258064516,27.3640612786816,12694801,1411286656,44936000,254469000,209533000,31631000,-5356000,0,-5356000,89698000,0,478213130.425125,-8.3898431665422,0.352490873151543,-0.00379511843127637,7.06572714294616,5.33136893158292,2.20545883761287,"HOLD",338,33.6653386454183,884,88.0478087649402,705,70.254110612855
"CPF","Central Pacific Financial Company","United States","Financial Services","Banks由egional",26.6800003051758,13.1416454315186,12.9754199981689,27.0699996948242,195896.8,19.2796062850952,27503558,910948032,6047850000,6594583000,546685000,23367000,36382000,-6617000,29765000,12171000,60483000,733794935.83342,166.231927876422,0.00184560570395429,0.032674750868774,0.442524563549196,60.2904392271317,2.03018719719733,"HOLD",372.5,37.101593625498,849,84.5617529880478,703.5,70.1046337817638
"NTUS","Natus Medical Inc","United States","Healthcare","Medical Devices",25.6100006103516,17.1900005340576,17.1900005340576,27.4099998474121,192498.4,22.5386400756836,32824440,848136960,189300000,600394000,411094000,82082000,17325000,-992000,16333000,5203000,118718000,840633928.434448,10.9264069264069,0.00866597600908737,0.0192575029391479,0.158509939545046,161.567159030261,1.48981965181513,"HOLD",694.5,69.1733067729084,527,52.4900398406375,703.5,70.1046337817638
"DTEA","Davidstea Inc","Canada","Consumer Defensive","Packaged Foods",3.75999999046326,1.14199995994568,1.05200004577637,6.86999988555908,580706.4,2.59956000041962,14121146,83525680,81962000,77424000,-4538000,21925000,-12016000,-91000,-12107000,14467000,26225000,53095508.8253303,-6.82107190412783,0.186854205414342,-0.144949433515537,1.02449192154801,3.67011189779016,3.29246945914263,"HOLD",248,24.7011952191235,973,96.9123505976096,702,69.9551569506726
"KNOP","Knot Offshore Partners LP","United Kingdom","Industrials","Marine Shipping",17.8099994659424,12.0615148544312,11.5773363113403,18.6800003051758,136780.8,15.1480665664673,24036260,1691806080,1082747000,1780296000,608285000,52583000,41406000,3000,41409000,24605000,69859000,428085777.763252,26.1495193933246,0.0138207354282659,0.0244762094719508,1.02366175103781,17.3983246398396,1.47659723350582,"HOLD",705,70.2191235059761,513,51.0956175298805,700.5,69.8056801195815
"DSWL","Deswell Inds Inc","Macau","Technology","Electronic Components",3.52999997138977,2.5876739025116,2.53903317451477,3.77999997138977,19202.4,3.10938200187683,5280199,10855708,19413000,99835000,80422000,19439000,1830000,-42500,1787500,766000,13845000,18639102.3189323,10.6081967213115,0.00767265988881655,0.16465991900298,0.14507028996445,24.3330317479534,1.36415951328471,"HOLD",821,81.7729083665339,397,39.5418326693227,700.5,69.8056801195815
"BH","Biglari Holdings Inc","United States","Consumer Cyclical","Restaurants",132.759994506836,91.4199981689453,81.0500030517578,154.139999389648,6564,113.909119873047,227149,247064640,453140000,1017968000,564828000,24503000,11189000,-7405000,3784000,36329000,99646000,30156299.9922333,40.4987040843686,0.0356877622872232,0.0153158298977952,159.934668433495,0.830088909472688,1.45219861262187,"HOLD",719.5,71.6633466135458,494,49.203187250996,699,69.6562032884903
"JNCE","Jounce Therapeutics Inc","United States","Healthcare","Biotechnology",10.2700004577637,9,6.36999988555908,13.8699998855591,463311.2,9.32972002792358,34080578,253906096,32942000,244236000,211294000,147493000,39340000,-39000,39301000,35472000,62339000,350007551.660851,0.837366548042705,0.145236574460767,0.154785570804098,1.0408274178918,9.86715019341595,1.14111116197374,"HOLD",1003,99.9003984063745,210,20.9163346613546,698,69.5565520677628
"SENEB","Seneca Foods Cp B","United States","Consumer Defensive","Packaged Foods",50.3699989318848,35.0400009155273,35.0400009155273,61.6300010681152,367.741935483871,43.8823387392106,6373848,617787648,355008000,858541000,502855000,14149000,16085000,-12846000,3239000,72460000,484392000,321050716.951996,22.0707491451663,0.0843989978346986,0.00524290184578116,11.3683288336967,4.43073029191272,1.43749993195817,"HOLD",735.5,73.2569721115538,477,47.5099601593625,697,69.4569008470354
"CMRE","Costamare Inc","Monaco","Industrials","Marine Shipping",9.61999988555908,6.21709680557251,5.62649536132812,10.4899997711182,681646.4,8.06489952850342,55289956,2648975360,1661696000,3010516000,1348820000,143922000,68391000,-21422000,46969000,27075000,119143000,531889370.392567,24.2969981430305,0.00899347487274607,0.0177310067542493,0.489691111347602,19.6450367642684,1.54734600190502,"HOLD",629,62.6494023904382,583,58.0677290836653,696,69.3572496263079
"CANG","Cango Inc ADR","China","Communication Services","Internet Content & Information",8.39999961853027,4.72761201858521,4.61054706573486,17.649751663208,591748,7.55425378799438,25403460,782865600,3770723462,12145932599,8375209137,1426899576,0,0,0,1568492735,1097429135,213389054.309349,Inf,0.129137282972337,0,61.7432717826627,0.136047206051834,1.776795469998,"HOLD",475,47.3107569721116,736,73.3067729083665,695,69.2575984055805
"MMI","Marcus & Millichap","United States","Real Estate","Real Estate Services",33.7000007629395,28.6800003051758,28.6800003051758,40.0400009155273,154267.741935484,35.3545161831764,24396010,1004470848,232286000,779122000,546836000,243152000,66354000,-1533000,64821000,23622000,250214000,822145555.612679,3.50070832203032,0.0303187434060391,0.0645324850681978,0.968273090558661,34.804231462733,1.17503488160207,"HOLD",969.5,96.5637450199203,236,23.5059760956175,694,69.157947184853
"DKL","Delek Logistics Partners LP","United States","Energy","Oil & Gas Midstream",35.9900016784668,26.7666149139404,24.7097358703613,42.3300018310547,71880.8,32.2041934814453,8252496,2554395392,1064718000,956417000,-108301000,4243000,58362000,-6353000,52009000,40717000,140112000,297007344.891541,18.2433432713067,0.0425724344088405,0.020360591067023,4.93390121000968,7.29443094755361,1.34458547687787,"HOLD",817,81.3745019920319,387,38.5458167330677,693,69.0582959641256
"INVA","Innoviva Inc","United States","Healthcare","Biotechnology",11.9499998092651,10.2700004577637,9.32999992370605,12.8699998855591,643756.8,11.423200012207,54788396,1412742656,391733000,999570000,539912000,246487000,85280000,0,85280000,53903000,90476000,654721321.749943,4.59349202626642,0.0539261882609522,0.0603648510489939,0.983839716716657,12.1462872520999,1.16358318175453,"BUY",977,97.3107569721116,226,22.5099601593625,692,68.9586447433981
"HESM","Hess Midstream Partners LP","United States","Energy","Oil & Gas Midstream",22.4200000762939,14.2510242462158,14.2510242462158,23.2299995422363,167363.2,19.4441362380981,17239750,3491800064,2048500000,3374500000,1.25e+08,2600000,174500000,-55100000,119400000,6600000,266500000,386515196.315289,11.7392550143266,0.00195584531041636,0.034194397677862,0.382836178018823,58.5629085326195,1.57322026044881,"HOLD",593,59.0637450199203,608,60.5577689243028,690.5,68.8091679123069
"HMTV","Hemisphere Media A","United States","Communication Services","Entertainment",11.6499996185303,8.77000045776367,7.78999996185303,14.2200002670288,48268,10.7298399887085,17126086,538455936,270359000,501845000,231005000,134471000,19842000,-409000,19433000,9578000,46868000,199518895.366917,13.6255921782078,0.0190855742310873,0.0360902326462606,0.559263803766955,20.8309558745998,1.32839213345959,"BUY",828,82.4701195219124,373,37.1513944223108,690.5,68.8091679123069
"VOXX","Voxx Intl Corp","United States","Technology","Consumer Electronics",19.0599994659424,7.8600001335144,7.8600001335144,27.1800003051758,395468.8,16.13159998703,14747262,417154336,201459000,567989000,396909000,21337000,-2538000,-2406000,-4944000,18251000,201065000,281082805.844112,-79.3770685579196,0.0321326645410386,-0.0118517286609242,1.23758566166384,15.4009536926257,2.42493627763085,"HOLD",280.5,27.9382470119522,919,91.5338645418327,689,68.6596910812157
